Title,Poet,era,cap_rate,punct_rate,colon_density,concrete_abstract_ratio,adv_verb_ratio,rhyme_rate
"
                    The Moon is distant from the Sea – (387)
                ",Emily Dickinson,1800-1900,1.0,0.9166666666666666,0.0,0.44,0.8,
"
                    There is no Frigate like a Book (1286)
                ",Emily Dickinson,1800-1900,1.0,0.375,0.0,0.2222222222222222,0.1428571428571428,0.0
"
                    All overgrown by cunning moss, (146)
                ",Emily Dickinson,1800-1900,1.0,0.75,0.0,0.5714285714285714,0.2142857142857142,0.0
"
                    You left me – Sire – two Legacies – (713)
                ",Emily Dickinson,1800-1900,1.0,0.75,0.0,0.5333333333333333,0.0,0.0
"
                    Of Glory not a Beam is left (1685)
                ",Emily Dickinson,1800-1900,1.0,0.75,0.0,0.25,0.2,0.0
"
                    Publication – is the Auction (788)
                ",Emily Dickinson,1800-1900,1.0,0.4375,0.0,0.2368421052631578,0.4285714285714285,0.0
"
                    Poppies on the Wheat
                ",Helen Hunt Jackson,1800-1900,1.0,1.0,0.0,0.4222222222222222,0.15,0.0
"
                    My Life had stood - a Loaded Gun (764)
                ",Emily Dickinson,1800-1900,0.9565217391304348,0.7391304347826086,0.0,0.4047619047619047,0.2068965517241379,0.0
"
                    It was not Death, for I stood up, (355)
                ",Emily Dickinson,1800-1900,0.9629629629629628,0.7407407407407407,0.4424778761061947,0.3235294117647059,0.4137931034482758,0.0
"
                    Remember
                ",Christina Rossetti,1800-1900,1.0,0.5555555555555556,3.603603603603604,0.3953488372093023,0.5,0.1818181818181818
"
                    The Three Enemies
                ",Christina Rossetti,1800-1900,0.3333333333333333,0.0555555555555555,2.3904382470119523,0.5277777777777778,0.3448275862068966,0.0
"
                    Up-Hill
                ",Christina Rossetti,1800-1900,1.0,1.0,0.0,0.4857142857142857,0.4285714285714285,0.2727272727272727
"
                    Safe in their Alabaster Chambers (124)
                ",Emily Dickinson,1800-1900,0.8461538461538461,1.0,0.0,0.5882352941176471,0.0,0.0
"
                    Surgeons must be very careful (156)
                ",Emily Dickinson,1800-1900,1.0,0.5,0.0,0.1428571428571428,0.25,0.2
"
                    In Memory of Edward Wilson, Who Repented of what was in his Mind to Write after Section
                ",James Clerk Maxwell,1800-1900,1.0,0.6,1.1764705882352942,0.9375,0.1176470588235294,0.0
"
                    Lectures to Women on Physical Science
                ",James Clerk Maxwell,1800-1900,1.0,1.0,0.0,0.75,0.0,0.0
"
                    Lines written under the conviction that it is not wise to read Mathematics in November after one’s fire is out
                ",James Clerk Maxwell,1800-1900,1.0,0.28,0.6048387096774194,0.1871657754010695,0.4022988505747126,0.0
"
                    Molecular Evolution
                ",James Clerk Maxwell,1800-1900,1.0,1.0,0.0,0.1666666666666666,0.7,0.1071428571428571
"
                    A Vision of a Wrangler, of a University, of Pedantry, and of Philosophy
                ",James Clerk Maxwell,1800-1900,1.0,0.391304347826087,0.7797270955165692,0.2827225130890052,0.233502538071066,0.0
"
                    Shepherd John
                ",Mary Mapes Dodge,1800-1900,1.0,0.7777777777777778,3.125,0.5925925925925926,0.2631578947368421,0.0666666666666666
"
                    Poor Crow!
                ",Mary Mapes Dodge,1800-1900,1.0,0.6666666666666666,2.73972602739726,0.5238095238095238,0.2941176470588235,0.0
"
                    A Boat Beneath a Sunny Sky
                ",Lewis Carroll,1800-1900,1.0,0.9047619047619048,2.6785714285714284,0.4838709677419355,0.3181818181818182,0.5263157894736842
"
                    Street Music
                ",Elizabeth Akers Allen,1800-1900,1.0,0.5,0.8695652173913043,0.5555555555555556,0.4444444444444444,0.1428571428571428
"
                    Rock Me to Sleep
                ",Elizabeth Akers Allen,1800-1900,1.0,1.0,4.199475065616798,0.7857142857142857,0.3709677419354839,0.3684210526315789
"
                    Jabberwocky
                ",Lewis Carroll,1800-1900,0.9333333333333332,0.5333333333333333,1.8072289156626504,0.3703703703703703,0.1666666666666666,0.1538461538461538
"
                    The Walrus and the Carpenter
                ",Lewis Carroll,1800-1900,0.9714285714285714,0.6761904761904762,2.232854864433812,0.3777777777777777,0.2357142857142857,0.0927152317880794
"
                    The City of Dreadful Night
                ",James Thomson (Bysshe Vanolis),1800-1900,1.0,0.9879518072289156,7.029177718832891,0.3825757575757575,0.3023255813953488,0.1700680272108843
"
                    The Wine of Love
                ",James Thomson (Bysshe Vanolis),1800-1900,1.0,1.0,6.382978723404255,0.4285714285714285,0.8333333333333334,0.0
"
                    Beer
                ",George Arnold,1800-1900,1.0,0.8095238095238095,1.4084507042253522,0.4883720930232558,0.2592592592592592,0.1282051282051282
"
                    Infelix
                ",Adah Isaacs Menken,1800-1900,1.0,0.6363636363636364,2.793296089385475,0.2678571428571428,0.3448275862068966,0.2105263157894736
"
                    Warm Summer Sun
                ",Mark Twain,1800-1900,1.0,1.0,0.0,1.8,4.0,0.0769230769230769
"
                    Hearing the Battle.—July 21, 1861
                ",Sarah Morgan Bryan Piatt,1800-1900,1.0,0.4761904761904761,1.1363636363636365,0.3484848484848485,0.5294117647058824,0.0
"
                    Army of Occupation
                ",Sarah Morgan Bryan Piatt,1800-1900,1.0,0.7222222222222222,2.109704641350211,0.4868421052631579,0.2702702702702703,0.1612903225806451
"
                    Giving Back the Flower
                ",Sarah Morgan Bryan Piatt,1800-1900,0.9,0.8,1.9337016574585637,0.4744525547445255,0.4516129032258064,0.1621621621621621
"
                    The Old Slave-Music
                ",Sarah Morgan Bryan Piatt,1800-1900,1.0,0.7916666666666666,2.5,0.4428571428571428,0.5,0.1777777777777777
"
                    Counsel—In the South
                ",Sarah Morgan Bryan Piatt,1800-1900,1.0,0.7222222222222222,1.282051282051282,0.5818181818181818,0.2413793103448276,0.1818181818181818
"
                    Ave Atque Vale
                ",Algernon Charles Swinburne,1800-1900,1.0,0.6257668711656442,1.0423053341508275,0.4076782449725777,0.3693181818181818,0.1704035874439461
"
                    A Ballad of François Villon, Prince of All Ballad-Makers
                ",Algernon Charles Swinburne,1800-1900,1.0,0.5555555555555556,1.2618296529968454,0.4711538461538461,0.1794871794871795,0.2068965517241379
"
                    Cor Cordium
                ",Algernon Charles Swinburne,1800-1900,1.0,0.7777777777777778,2.564102564102564,0.55,0.3636363636363636,0.2
"
                    Étude Réaliste
                ",Algernon Charles Swinburne,1800-1900,0.9523809523809524,0.4761904761904761,0.0,0.6444444444444445,0.3333333333333333,0.2608695652173913
"
                    The Epitaph in Form of a Ballad which Villon Made for Himself and his Comrades, Expecting to be Hanged along with Them
                ",Algernon Charles Swinburne,1800-1900,1.0,0.7777777777777778,3.2362459546925564,0.3663366336633663,0.5094339622641509,0.1818181818181818
"
                    Faustine
                ",Algernon Charles Swinburne,1800-1900,0.988095238095238,0.4404761904761904,2.7283511269276395,0.5142857142857142,0.217391304347826,0.2052980132450331
"
                    A Forsaken Garden
                ",Algernon Charles Swinburne,1800-1900,1.0,0.5853658536585366,1.046337817638266,0.4523809523809524,0.4528301886792453,0.2142857142857142
"
                    The Garden of Proserpine
                ",Algernon Charles Swinburne,1800-1900,1.0,0.6486486486486487,4.238921001926782,0.3516483516483517,0.2948717948717949,0.1454545454545454
"
                    The Oblation
                ",Algernon Charles Swinburne,1800-1900,1.0,0.8461538461538461,2.4390243902439024,0.6764705882352942,0.1612903225806451,0.3478260869565217
"
                    Dead Love
                ",Algernon Charles Swinburne,1800-1900,1.0,0.3333333333333333,2.898550724637681,0.6190476190476191,0.0833333333333333,0.3333333333333333
"
                    A Cameo
                ",Algernon Charles Swinburne,1800-1900,1.0,0.7142857142857143,0.0,0.4090909090909091,0.0,0.3333333333333333
"
                    Before Parting
                ",Algernon Charles Swinburne,1800-1900,1.0,0.6428571428571429,2.536231884057971,0.3409090909090909,0.3333333333333333,0.04
"
from Anactoria
                ",Algernon Charles Swinburne,1800-1900,0.5,0.5,0.8695652173913043,0.55,0.0909090909090909,
"
                    Love and Sleep
                ",Algernon Charles Swinburne,1800-1900,1.0,0.875,0.8771929824561403,0.5263157894736842,0.2857142857142857,0.2307692307692307
"
                    In the Orchard
                ",Algernon Charles Swinburne,1800-1900,1.0,0.95,4.824561403508771,0.4697986577181208,0.5526315789473685,0.1891891891891892
"
                    Charles Sumner
                ",Charlotte L. Forten Grimké,1800-1900,1.0,1.0,3.3457249070631967,0.3814432989690721,0.3488372093023256,1.0
"
                    Hymn to Proserpine (After the Proclamation in Rome of the Christian Faith)
                ",Algernon Charles Swinburne,1800-1900,1.0,1.0,3.4246575342465753,0.324468085106383,0.2392344497607655,
"
                    In the Bay
                ",Algernon Charles Swinburne,1800-1900,1.0,0.5064935064935064,1.0617760617760617,0.3805194805194805,0.3418181818181818,0.0217391304347826
"
                    Itylus
                ",Algernon Charles Swinburne,1800-1900,1.0,0.9230769230769232,0.6564551422319475,0.5877862595419847,0.125,0.3333333333333333
"
                    Laus Veneris
                ",Algernon Charles Swinburne,1800-1900,0.981651376146789,0.6788990825688074,2.4459320288362516,0.48,0.2382739212007504,0.005813953488372
"
                    A Leave-Taking
                ",Algernon Charles Swinburne,1800-1900,1.0,1.0,4.201680672268908,0.2980769230769231,0.3522727272727273,0.0909090909090909
"
                    In Memory of Walter Savage Landor
                ",Algernon Charles Swinburne,1800-1900,1.0,0.6216216216216216,2.9850746268656714,0.4756097560975609,0.6451612903225806,0.1617647058823529
"
                    March: An Ode
                ",Algernon Charles Swinburne,1800-1900,1.0,0.5384615384615384,1.3057671381936888,0.2551020408163265,0.2116788321167883,0.3
"
                    Nephelidia
                ",Algernon Charles Swinburne,1800-1900,0.9230769230769232,0.9230769230769232,1.4251781472684086,0.2107843137254902,0.1372549019607843,0.1176470588235294
"
                    The Pilgrims
                ",Algernon Charles Swinburne,1800-1900,0.9361702127659576,0.7021276595744681,1.5402843601895737,0.3164556962025316,0.272108843537415,0.1149425287356321
"
                    The Roundel
                ",Algernon Charles Swinburne,1800-1900,1.0,0.6666666666666666,0.0,0.3111111111111111,0.1176470588235294,0.4
"
                    Sapphics
                ",Algernon Charles Swinburne,1800-1900,1.0,0.7142857142857143,2.857142857142857,0.4240837696335078,0.4054054054054054,0.0
"
                    A Sequence of Sonnets on the Death of Robert Browning
                ",Algernon Charles Swinburne,1800-1900,0.9838709677419356,0.532258064516129,0.9445100354191264,0.3037974683544304,0.2769230769230769,0.2666666666666666
"
                    Sestina
                ",Algernon Charles Swinburne,1800-1900,1.0,0.7,1.7543859649122806,0.3671875,0.1842105263157894,0.5675675675675675
"
                    A Swimmer's Dream
                ",Algernon Charles Swinburne,1800-1900,0.984375,0.4375,1.1376564277588168,0.3810975609756097,0.3603603603603603,0.3372093023255814
"
                    To a Cat
                ",Algernon Charles Swinburne,1800-1900,1.0,0.5,1.1267605633802815,0.5,0.5652173913043478,0.0555555555555555
"
                    The Triumph of Time
                ",Algernon Charles Swinburne,1800-1900,0.9929078014184396,0.8368794326241135,2.236802863107665,0.3885666942833471,0.2584269662921348,0.4419475655430712
"
                    Men Who March Away
                ",Thomas Hardy,1800-1900,1.0,1.0,2.247191011235955,0.4,0.3170731707317073,0.1612903225806451
"
                    In Time of ‘The Breaking of Nations’
                ",Thomas Hardy,1800-1900,1.0,0.3846153846153846,3.125,0.6923076923076923,0.3333333333333333,0.3
"
                    Before Marching and After
                ",Thomas Hardy,1800-1900,0.9230769230769232,0.5384615384615384,1.1299435028248588,0.2424242424242424,0.1785714285714285,0.0625
"
                    And There Was a Great Calm
                ",Thomas Hardy,1800-1900,0.9444444444444444,0.2222222222222222,2.9023746701846966,0.2222222222222222,0.1891891891891892,0.0909090909090909
"
                    England to Germany in 1914
                ",Thomas Hardy,1800-1900,0.5,0.5,2.4,0.5185185185185185,0.2692307692307692,
"
                    On the Belgian Expatriation
                ",Thomas Hardy,1800-1900,1.0,0.5,1.7857142857142856,0.2894736842105263,0.0769230769230769,
"
                    The Pity of It
                ",Thomas Hardy,1800-1900,1.0,0.0,1.818181818181818,0.4516129032258064,0.3125,
"
                    A New Year's Eve in War Time
                ",Thomas Hardy,1800-1900,0.975609756097561,0.5609756097560976,1.6666666666666667,0.3548387096774194,0.2272727272727272,0.0
"
                    'According to the Mighty Working'
                ",Thomas Hardy,1800-1900,1.0,0.7272727272727273,0.0,0.3181818181818182,0.2222222222222222,0.0
"
                    The Last Performance
                ",Thomas Hardy,1800-1900,0.6428571428571429,0.6428571428571429,2.857142857142857,0.1081081081081081,0.2666666666666666,0.2
"
                    The Darkling Thrush
                ",Thomas Hardy,1800-1900,1.0,0.4516129032258064,0.625,0.3703703703703703,0.1739130434782608,0.1764705882352941
"
                    Fragment
                ",Thomas Hardy,1800-1900,0.7692307692307693,0.7692307692307693,3.723404255319149,0.144927536231884,0.2558139534883721,0.0833333333333333
"
                    Hap
                ",Thomas Hardy,1800-1900,0.9285714285714286,0.7857142857142857,1.7699115044247788,0.2325581395348837,0.2083333333333333,0.0666666666666666
"
                    Channel Firing
                ",Thomas Hardy,1800-1900,0.8529411764705882,0.5882352941176471,2.1834061135371177,0.2808988764044944,0.2978723404255319,0.1777777777777777
"
                    The Convergence of the Twain
                ",Thomas Hardy,1800-1900,0.9696969696969696,0.3333333333333333,1.3574660633484164,0.2837837837837837,0.2857142857142857,0.1290322580645161
"
                    How She Went to Ireland
                ",Thomas Hardy,1800-1900,1.0,0.5,2.5,0.0967741935483871,0.1739130434782608,0.0
"
                    The Shadow on the Stone
                ",Thomas Hardy,1800-1900,1.0,0.5217391304347826,2.1164021164021163,0.3015873015873015,0.1621621621621621,0.2051282051282051
"
                    Rain on a Grave
                ",Thomas Hardy,1800-1900,1.0,0.125,0.6329113924050633,0.3018867924528302,0.4074074074074074,0.0434782608695652
"
                    The Echo Elf Answers
                ",Thomas Hardy,1800-1900,0.1428571428571428,0.8571428571428571,0.0,0.09375,0.5,0.4285714285714285
"
                    Neutral Tones
                ",Thomas Hardy,1800-1900,0.8,0.6,2.3255813953488373,0.3518518518518518,0.2631578947368421,0.0
"
                    A Broken Appointment
                ",Thomas Hardy,1800-1900,1.0,0.75,2.631578947368421,0.4324324324324324,0.4782608695652174,0.4
"
                    The Phantom Horsewoman
                ",Thomas Hardy,1800-1900,1.0,0.5142857142857142,2.209944751381215,0.3035714285714285,0.3939393939393939,0.2272727272727272
"
                    During Wind and Rain
                ",Thomas Hardy,1800-1900,1.0,0.9166666666666666,4.2682926829268295,0.4680851063829787,0.1052631578947368,0.0
"
                    The Voice
                ",Thomas Hardy,1800-1900,1.0,1.0,1.5267175572519085,0.5370370370370371,0.5172413793103449,0.2
"
                    In Tenebris
                ",Thomas Hardy,1800-1900,0.9230769230769232,0.7692307692307693,7.079646017699115,0.5238095238095238,0.5,0.0
"
                    The Man He Killed
                ",Thomas Hardy,1800-1900,0.6666666666666666,0.7333333333333333,3.389830508474576,0.3902439024390244,0.1481481481481481,0.0769230769230769
"
                    The Masked Face
                ",Thomas Hardy,1800-1900,0.9230769230769232,0.5384615384615384,2.6548672566371683,0.3658536585365853,0.3478260869565217,0.1578947368421052
"
                    No Buyers
                ",Thomas Hardy,1800-1900,1.0,0.8,2.7149321266968327,0.4714285714285714,0.2857142857142857,0.1481481481481481
"
                    The To-be-forgotten
                ",Thomas Hardy,1800-1900,0.631578947368421,0.4210526315789473,4.587155963302752,0.1643835616438356,0.3,0.2307692307692307
"
                    Once We Played
                ",Mathilde Blind,1800-1900,1.0,1.0,1.4705882352941175,0.45,0.6,0.2727272727272727
"
                    Longing
                ",Ina Coolbrith,1800-1900,1.0,0.7368421052631579,1.82648401826484,0.4861111111111111,0.2571428571428571,0.0
"
                    Lines
                ",Ina Coolbrith,1800-1900,1.0,0.625,4.794520547945205,0.2372881355932203,0.15,0.12
"
                    The Flowers
                ",Stéphane Mallarmé,1800-1900,1.0,0.75,1.1560693641618496,0.3676470588235294,0.2352941176470588,0.1666666666666666
"
                    Hérodiade
                ",Stéphane Mallarmé,1800-1900,0.9611650485436892,0.4951456310679611,0.4065040650406504,0.4418604651162791,0.3736263736263736,0.0969696969696969
"
                    The Tomb of Charles Baudelaire
                ",Stéphane Mallarmé,1800-1900,1.0,0.75,0.0,0.40625,0.3076923076923077,
"
                    An Inscription
                ",Ambrose Bierce,1800-1900,1.0,0.5,2.941176470588235,0.4285714285714285,0.4,0.0
"
                    Lines on Nonsense
                ",Eliza Lee Follen,1800-1900,1.0,0.8333333333333334,3.3333333333333335,0.2835820895522388,0.2666666666666666,0.1578947368421052
"
                    Children in Slavery
                ",Eliza Lee Follen,1800-1900,1.0,0.6666666666666666,6.122448979591836,0.2926829268292683,0.4210526315789473,0.2
"
                    To the Bartholdi Statue
                ",Ambrose Bierce,1800-1900,1.0,0.5333333333333333,0.8064516129032258,0.5476190476190477,0.125,0.12
"
                    The Statesmen
                ",Ambrose Bierce,1800-1900,0.8846153846153846,0.6538461538461539,0.6825938566552902,0.4719101123595505,0.3673469387755102,0.2421052631578947
"
                    With a Book
                ",Ambrose Bierce,1800-1900,1.0,1.0,0.0,0.3333333333333333,0.0,1.0
"
                    The New Decalogue
                ",Ambrose Bierce,1800-1900,1.0,0.5,0.8130081300813009,0.3235294117647059,0.2413793103448276,0.2702702702702703
"
                    The Coming Woman
                ",Mary Weston Fordham,1800-1900,0.9444444444444444,0.8888888888888888,4.464285714285714,0.5375,0.3333333333333333,0.0
"
                    Ode ﻿
                ",Arthur O'Shaughnessy,1800-1900,1.0,0.75,3.524229074889868,0.2406417112299465,0.1846153846153846,0.2545454545454545
"
                    Moonlight
                ",Paul Verlaine,1800-1900,1.0,0.75,0.0,0.2333333333333333,0.2666666666666666,0.1052631578947368
"
                    Innocents We
                ",Paul Verlaine,1800-1900,1.0,0.5833333333333334,2.1739130434782608,0.2727272727272727,0.3,0.0588235294117647
"
                    In Muted Tone
                ",Paul Verlaine,1800-1900,1.0,0.7,0.0,0.5,0.2,0.2
"
                    Ars Poetica
                ",Paul Verlaine,1800-1900,0.972972972972973,0.7297297297297297,2.083333333333333,0.3604651162790697,0.3333333333333333,0.1
"
                    Last Hope
                ",Paul Verlaine,1800-1900,1.0,0.7142857142857143,2.4096385542168677,0.6818181818181818,0.5833333333333334,0.0909090909090909
"
                    'My own heart let me more have pity on'
                ",Gerard Manley Hopkins,1800-1900,0.9230769230769232,0.2307692307692307,6.956521739130435,0.7916666666666666,0.2962962962962963,0.3043478260869565
"
                    Binsey Poplars
                ",Gerard Manley Hopkins,1800-1900,0.9565217391304348,0.5652173913043478,1.3793103448275863,0.4324324324324324,0.1538461538461538,0.1034482758620689
"
                    The Caged Skylark
                ",Gerard Manley Hopkins,1800-1900,1.0,0.7142857142857143,1.6260162601626018,0.925925925925926,0.2105263157894736,0.3333333333333333
"
                    Carrion Comfort
                ",Gerard Manley Hopkins,1800-1900,1.0,1.0,2.3391812865497075,0.7435897435897436,0.375,0.0
"
                    Felix Randal
                ",Gerard Manley Hopkins,1800-1900,1.0,1.0,1.3245033112582782,0.3076923076923077,0.3214285714285714,0.0
"
                    God's Grandeur
                ",Gerard Manley Hopkins,1800-1900,1.0,0.7142857142857143,5.555555555555555,0.391304347826087,0.25,0.238095238095238
"
                    The Wreck of the Deutschland
                ",Gerard Manley Hopkins,1800-1900,0.9878048780487804,0.7276422764227642,3.01123595505618,0.4104193138500635,0.233009708737864,0.166270783847981
"
                    I Love all Beauteous Things
                ",Robert Bridges,1800-1900,1.0,0.4,4.081632653061225,0.0666666666666666,0.0833333333333333,0.0
"
                    On a Dead Child
                ",Robert Bridges,1800-1900,1.0,0.8,2.3255813953488373,0.2619047619047619,0.3888888888888889,0.0
"
                    London Snow
                ",Robert Bridges,1800-1900,1.0,0.9166666666666666,4.40251572327044,0.2692307692307692,0.3773584905660377,0.0
"
                    The Affliction of Richard
                ",Robert Bridges,1800-1900,1.0,1.0,0.7751937984496124,0.1458333333333333,0.4444444444444444,0.0
"
from The Testament of Love
                ",Robert Bridges,1800-1900,0.5714285714285714,0.9047619047619048,1.6674177557458314,0.2436781609195402,0.3112582781456953,0.0
"
                    In the Valley of the Elwy
                ",Gerard Manley Hopkins,1800-1900,1.0,0.5714285714285714,4.273504273504273,0.4705882352941176,0.2727272727272727,0.2727272727272727
"
                    At the Wedding March
                ",Gerard Manley Hopkins,1800-1900,1.0,0.5,3.076923076923077,0.3809523809523809,0.5,1.0
"
                    Spring
                ",Gerard Manley Hopkins,1800-1900,1.0,0.6923076923076923,3.149606299212598,0.45,0.2727272727272727,0.2857142857142857
"
                    'I wake and feel the fell of dark, not day'
                ",Gerard Manley Hopkins,1800-1900,1.0,1.0,3.149606299212598,0.5,0.2068965517241379,0.4
"
                    That Nature is a Heraclitean Fire and of the comfort of the Resurrection
                ",Gerard Manley Hopkins,1800-1900,1.0,0.8,2.904564315352697,0.8076923076923077,0.2857142857142857,0.0
"
                    'No worst, there is none. Pitched past pitch of grief.'
                ",Gerard Manley Hopkins,1800-1900,1.0,0.5,4.0,0.4827586206896552,0.24,0.0
"
                    Pied Beauty
                ",Gerard Manley Hopkins,1800-1900,1.0,0.875,13.157894736842104,0.48,0.0909090909090909,0.2727272727272727
"
                    Spring and Fall
                ",Gerard Manley Hopkins,1800-1900,0.5,0.5,3.0927835051546393,0.3823529411764705,0.1052631578947368,0.0
"
                    The Starlight Night
                ",Gerard Manley Hopkins,1800-1900,1.0,0.875,1.6528925619834711,0.7857142857142857,0.3846153846153846,0.2307692307692307
"
                    'Thou art indeed just, Lord, if I contend'
                ",Gerard Manley Hopkins,1800-1900,1.0,1.0,3.546099290780142,0.1388888888888889,0.4,0.0
"
                    Wrestling
                ",Louisa S. Bevington,1800-1900,1.0,0.6,5.825242718446602,0.238095238095238,0.1666666666666666,0.0
"
                    The Bear Hunt
                ",Abraham Lincoln,1800-1900,0.9555555555555556,0.8666666666666667,2.681992337164751,0.467065868263473,0.3734939759036144,0.253012048192771
"
                    Power in Silence
                ",Michael Field,1800-1900,1.0,0.4545454545454545,2.097902097902098,0.4545454545454545,0.2222222222222222,0.125
"
                    A Girl
                ",Michael Field,1800-1900,1.0,0.8,4.285714285714286,0.5217391304347826,0.1818181818181818,0.2222222222222222
"
                    XXI ﻿
                ",Michael Field,1800-1900,1.0,0.8571428571428571,1.098901098901099,0.1935483870967742,0.5625,0.1578947368421052
"
                    XXXVI
                ",Michael Field,1800-1900,0.8571428571428571,0.5714285714285714,7.142857142857142,0.75,0.0769230769230769,0.2727272727272727
"
                    Nests in Elms
                ",Michael Field,1800-1900,0.5,0.5,0.0,0.2972972972972973,0.1875,
"
                    Introductory to Second Edition
                ",Alfred Islay Walden,1800-1900,1.0,0.65625,0.8333333333333334,0.1860465116279069,0.4090909090909091,0.0743801652892562
"
                    Wish for an Overcoat
                ",Alfred Islay Walden,1800-1900,1.0,0.8461538461538461,0.7109004739336493,0.3986013986013986,0.2745098039215686,0.08130081300813
"
                    A Barefoot Boy
                ",James Whitcomb Riley,1800-1900,1.0,0.5,0.9523809523809524,0.5,0.5882352941176471,0.2
"
                    Granny
                ",James Whitcomb Riley,1800-1900,1.0,0.5714285714285714,1.4705882352941175,0.6666666666666666,0.081081081081081,0.0
"
                    In the Jewish Synagogue at Newport
                ",Emma Lazarus,1800-1900,0.9761904761904762,0.8809523809523809,1.5384615384615383,0.328,0.3170731707317073,0.0909090909090909
"
                    The South
                ",Emma Lazarus,1800-1900,1.0,0.6774193548387096,1.6826923076923077,0.4765625,0.2407407407407407,0.1568627450980392
"
                    The New Year
                ",Emma Lazarus,1800-1900,1.0,0.6923076923076923,0.5633802816901409,0.4263565891472868,0.3269230769230769,0.1627906976744186
"
                    By the Waters of Babylon
                ",Emma Lazarus,1800-1900,1.0,0.9333333333333332,2.1813224267212,0.4537987679671458,0.227027027027027,0.0909090909090909
"
                    A Country Boy in Winter
                ",Sarah Orne Jewett,1800-1900,1.0,0.625,1.6722408026755853,0.4736842105263157,0.359375,0.0
"
                    Invictus
                ",William Ernest Henley,1800-1900,1.0,0.4285714285714285,0.0,0.2608695652173913,0.1764705882352941,0.1818181818181818
"
                    At Home from Church
                ",Sarah Orne Jewett,1800-1900,1.0,0.1538461538461538,0.6535947712418301,0.423728813559322,0.4782608695652174,0.0
"
                    A Caged Bird
                ",Sarah Orne Jewett,1800-1900,1.0,0.7391304347826086,1.7605633802816902,0.3152173913043478,0.275,0.0
"
                    The Widows’ House
                ",Sarah Orne Jewett,1800-1900,0.95,0.25,0.9174311926605504,0.3333333333333333,0.25,0.0606060606060606
"
                    Long Island Sound
                ",Emma Lazarus,1800-1900,1.0,0.5,0.9615384615384616,0.6060606060606061,0.1111111111111111,0.0
"
                    Lawyer and Child
                ",James Whitcomb Riley,1800-1900,1.0,0.7142857142857143,0.0,0.1428571428571428,0.3333333333333333,0.0909090909090909
"
                    The Raggedy Man
                ",James Whitcomb Riley,1800-1900,1.0,0.8823529411764706,1.1532125205930808,0.6441717791411042,0.2336448598130841,0.0869565217391304
"
                    Wet-weather Talk
                ",James Whitcomb Riley,1800-1900,1.0,0.6857142857142857,1.639344262295082,0.3235294117647059,0.3387096774193548,0.1052631578947368
"
                    The New Colossus
                ",Emma Lazarus,1800-1900,0.9230769230769232,0.4615384615384615,1.9047619047619049,0.9285714285714286,0.2,0.2105263157894736
"
                    War Mothers
                ",Ella Wheeler Wilcox,1800-1900,0.96875,0.65625,0.7858546168958742,0.256544502617801,0.2596153846153846,0.1311475409836065
"
                    At the Sea-Side
                ",Robert Louis Stevenson,1800-1900,1.0,0.3333333333333333,0.0,0.9166666666666666,0.5714285714285714,0.0
"
                    Solitude
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.9166666666666666,4.848484848484849,0.5,0.125,0.1333333333333333
"
                    The Little White Hearse
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.7,2.28310502283105,0.4594594594594595,0.2619047619047619,0.2352941176470588
"
                    Grown about by Fragrant Bushes
                ",Robert Louis Stevenson,1800-1900,1.0,0.5,0.0,0.24,0.1428571428571428,0.1666666666666666
"
                    Consolation
                ",Robert Louis Stevenson,1800-1900,1.0,0.4444444444444444,0.5617977528089888,0.4912280701754385,0.9,0.0666666666666666
"
                    Friendship After Love
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.4285714285714285,1.7543859649122806,0.15,0.2631578947368421,0.1818181818181818
"
                    I Love You
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.3846153846153846,1.7341040462427744,0.6,0.4,0.1304347826086956
"
                    No Classes!
                ",Ella Wheeler Wilcox,1800-1900,0.9333333333333332,0.4666666666666667,2.9268292682926833,0.4647887323943662,0.3076923076923077,0.2592592592592592
"
                    The Sonnet
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.8571428571428571,1.0101010101010102,0.3333333333333333,0.4285714285714285,0.4545454545454545
"
                    The Engine
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.6666666666666666,1.7241379310344829,0.4418604651162791,0.25,0.2666666666666666
"
                    Nothing New
                ",Ella Wheeler Wilcox,1800-1900,1.0,0.8888888888888888,0.8695652173913043,0.4893617021276595,0.3333333333333333,0.2
"
                    Wynken, Blynken, and Nod
                ",Eugene Field,1800-1900,0.9166666666666666,0.7291666666666666,1.8796992481203008,0.6477272727272727,0.2391304347826087,0.3064516129032258
"
                    The Swing
                ",Robert Louis Stevenson,1800-1900,1.0,0.7142857142857143,0.0,0.7916666666666666,0.6666666666666666,0.1818181818181818
"
from “The Octoroon”
                ",Albery Allson Whitman,1800-1900,0.8596491228070176,0.9035087719298246,2.3138832997987926,0.2761394101876676,0.3031914893617021,0.2146341463414634
"
                    Lincoln
                ",Henrietta Cordelia Ray,1800-1900,1.0,1.0,1.528013582342954,0.2311557788944723,0.2197802197802197,0.0
"
                    Limitations
                ",Henrietta Cordelia Ray,1800-1900,1.0,0.2142857142857142,0.0,0.2702702702702703,0.3125,0.0476190476190476
